Date,Item,Quantity,Amount,Status
2026-05-18 19:31:09.468681,balino japani motor,1.0,Rs 2000.00,#16261
2026-05-18 19:31:00.111579,H POWER SHAFI PLUS 15W,2.0,Rs 800.00,#16260
2026-05-18 19:22:08.205506,H POWER SHAFI PLUS 15W,1.0,Rs 400.00,#16259
2026-05-18 19:21:39.118836,NATURAL CARE TISSUE ROLL,2.0,Rs 1000.00,#16258
2026-05-18 19:21:39.118836,DUMY PRODUCT 2,2.0,Rs 160.00,#16258
2026-05-18 19:15:49.128467,LN FACE KIT,1.0,Rs 450.00,#16257
2026-05-18 19:15:49.128467,OVAL SKIN POLISH 300ML,1.0,Rs 430.00,#16257
2026-05-18 19:15:49.128467,dumy 32,1.0,Rs 70.00,#16257
2026-05-18 19:14:48.155312,arman cooler supply,1.0,Rs 1900.00,#16256
2026-05-18 19:14:38.608438,CB XL JUMBO 72,1.0,Rs 2550.00,#16255
2026-05-18 19:13:58.092763,CB M JUMBO 88,1.0,Rs 2550.00,#16254
2026-05-18 19:13:58.092763,CB XL JUMBO 72,1.0,Rs 2550.00,#16254
2026-05-18 19:13:58.092763,CARE BABY WIPES,4.0,Rs 600.00,#16254
2026-05-18 19:11:00.874000,GOOD BABY S,1.0,Rs 1650.00,#16253
2026-05-18 19:11:00.874000,GOOD BABY L,1.0,Rs 1650.00,#16253
2026-05-18 19:08:02.174162,NECK ROLL PATTI BARBAR,5.0,Rs 900.00,#16252
2026-05-18 19:08:02.174162,SHAVING GEL LARGE,2.0,Rs 360.00,#16252
2026-05-18 19:08:02.174162,CHERRY HAIR BRUSH,1.0,Rs 200.00,#16252
2026-05-18 19:08:02.174162,BARBAR BRUSH HS97939,1.0,Rs 500.00,#16252
2026-05-18 19:08:02.174162,BLACK MASL JAR,1.0,Rs 300.00,#16252
2026-05-18 19:08:02.174162,OMEGA SNOW CREAM,1.0,Rs 220.00,#16252
2026-05-18 19:08:02.174162,WHITENING CAPSULE,1.0,Rs 500.00,#16252
2026-05-18 19:08:02.174162,PAK DELICATE USTRA,1.0,Rs 200.00,#16252
2026-05-18 19:08:02.174162,kemei 3in1 head,1.0,Rs 400.00,#16252
2026-05-18 19:08:02.174162,NOSE STRIP VEET 5PC S,1.0,Rs 200.00,#16252
2026-05-18 19:07:21.858438,BALINO MOTOR shibo,1.0,Rs 1100.00,#16251
2026-05-18 19:06:20.639685,H POWER SHAFI PLUS 15W,2.0,Rs 800.00,#16250
2026-05-18 19:04:10.592812,STEEL FAN 7757,1.0,Rs 1300.00,#16249
2026-05-18 19:03:50.467813,T RELAY,2.0,Rs 500.00,#16248
2026-05-18 18:59:51.342813,KOOCU SOLDING IRON 80W,1.0,Rs 1450.00,#16247
2026-05-18 18:59:51.342813,CONTICORE WIRE,1.0,Rs 220.00,#16247
2026-05-18 18:59:13.838829,BALINO MOTOR shibo,1.0,Rs 1100.00,#16246
2026-05-18 18:58:25.198742,BALINO MOTOR shibo,1.0,Rs 1100.00,#16245
2026-05-18 18:55:48.927131,NC 25W PUMP,1.0,Rs 600.00,#16244
2026-05-18 18:55:41.952188,PANASONIC AAA,1.0,Rs 230.00,#16243
2026-05-18 18:55:31.776838,H POWER SUPPLY DIMMMER,1.0,Rs 1300.00,#16242
2026-05-18 18:55:31.776838,H POWER SHAFI PLUS 15W,1.0,Rs 400.00,#16242
2026-05-18 18:54:34.170876,BALINO MOTOR shibo,1.0,Rs 1100.00,#16241
2026-05-18 18:53:02.045875,SOXIN 6V 4AMP,2.0,Rs 1900.00,#16240
2026-05-18 18:53:02.045875,SKB 50W LED FLOOD LIGHT,3.0,Rs 1650.00,#16240
2026-05-18 18:51:29.981011,BALINO MOTOR shibo,1.0,Rs 1100.00,#16239
2026-05-18 18:51:29.981011,OTO DC PAR 3 WALA,1.0,Rs 200.00,#16239
2026-05-18 18:50:56.927345,H POWER SHAFI PLUS 15W,1.0,Rs 400.00,#16238
2026-05-18 18:50:52.181514,BED SWITCH 6A,3.0,Rs 150.00,#16237
2026-05-18 18:50:52.181514,HT DC LIGHT S3,2.0,Rs 280.00,#16237
2026-05-18 18:50:52.181514,GT BATTERY CONTROLLER 60AMP,1.0,Rs 3600.00,#16237
2026-05-18 18:50:52.181514,DUMY PRODUCT 2,1.0,Rs 80.00,#16237
2026-05-18 18:50:27.771118,ELETIK HAIR COLOR 45&43,2.0,Rs 460.00,#16236
2026-05-18 18:48:16.319723,CHEERING SWING MOTOR 180W,1.0,Rs 2350.00,#16235
2026-05-18 18:47:39.411741,PHILPHS CHARGING FAN,1.0,Rs 9500.00,#16234
2026-05-18 18:46:14.286741,SHAVING GEL LARGE,1.0,Rs 180.00,#16233
2026-05-18 18:45:54.083618,WOHU LOCK 40MM,2.0,Rs 760.00,#16232
2026-05-18 18:44:34.214196,AC DC CIRCUT hp,1.0,Rs 1200.00,#16231
2026-05-18 18:44:34.214196,BALINO MOTOR shibo,1.0,Rs 1100.00,#16231
2026-05-18 18:41:08.083914,COMPUTER SUPPLY,1.0,Rs 2100.00,#16230
2026-05-18 18:41:08.083914,HMA  MALE FEMALE MATTI 10A,1.0,Rs 180.00,#16230
2026-05-18 18:41:08.083914,dc cooler button,2.0,Rs 100.00,#16230
2026-05-18 18:39:35.755465,H POWER SHAFI PLUS 15W,1.0,Rs 400.00,#16229
2026-05-18 18:37:17.927367,SCOD CHARGING LIGHT SD392A,2.0,Rs 2700.00,#16228
2026-05-18 18:36:46.992213,POCKET SCALE 300G GREEN,1.0,Rs 950.00,#16227
2026-05-18 18:29:45.880494,SA FAN AC DC,1.0,Rs 8000.00,#16226
2026-05-18 18:29:37.824521,T SET COOLER,1.0,Rs 80.00,#16225
2026-05-18 18:29:10.646117,COMPUTER SUPPLY,1.0,Rs 2000.00,#16224
2026-05-18 18:28:59.411742,COOL&SOFT M,1.0,Rs 1850.00,#16223
2026-05-18 18:28:11.873362,H POWER SHAFI PLUS 15W,1.0,Rs 400.00,#16222
2026-05-18 18:27:10.317946,COMMERCIAL EXSHAUT 18,1.0,Rs 6800.00,#16220
2026-05-18 18:24:10.130481,BALINO MOTOR shibo,1.0,Rs 1100.00,#16219
2026-05-18 18:24:10.130481,WIRE 110/76,7.0,Rs 350.00,#16219
2026-05-18 18:24:10.130481,CHUNTI 200A,1.0,Rs 100.00,#16219
2026-05-18 18:22:29.114901,AKKO INSECT KILLER HK 08,1.0,Rs 2600.00,#16218
2026-05-18 18:21:34.753966,H POWER SHAFI PLUS 15W,4.0,Rs 1480.00,#16217
2026-05-18 18:18:51.538205,H POWER AC 40W,1.0,Rs 700.00,#16216
2026-05-18 18:15:12.545489,NC 25W PUMP,1.0,Rs 600.00,#16215
2026-05-18 18:13:57.739901,SUFI SUPPLY 70495,1.0,Rs 800.00,#16214
2026-05-18 18:11:41.217945,H POWER 25W,1.0,Rs 550.00,#16213
2026-05-18 18:11:22.516725,COMPUTER SUPPLY,1.0,Rs 1900.00,#16212
2026-05-18 18:08:43.136823,MOLFIX PREMIUM XL,1.0,Rs 2250.00,#16210
2026-05-18 18:08:43.136823,SELF STIRRING MUG 400ML,1.0,Rs 1500.00,#16210
2026-05-18 18:08:42.833925,QLQ CHEERING MOTOR 180W,1.0,Rs 2250.00,#16211
2026-05-18 17:59:45.452755,DEURON 4 IN 1 JUICER GL404,1.0,Rs 13000.00,#16209
2026-05-18 17:59:45.452755,SPARK CHULA STEEL,1.0,Rs 7700.00,#16209
2026-05-18 17:59:23.443663,SUFI SUPPLY 5935,1.0,Rs 1100.00,#16208
2026-05-18 17:57:58.779789,DC SILICON PAR,1.0,Rs 200.00,#16207
2026-05-18 17:57:58.779789,H POWER SHAFI PLUS 15W,1.0,Rs 400.00,#16207
2026-05-18 17:57:58.779789,DC COOLER STAND,1.0,Rs 200.00,#16207
2026-05-18 17:57:58.779789,balino japani motor,1.0,Rs 2000.00,#16207
2026-05-18 17:57:58.779789,COMPUTER SUPPLY,1.0,Rs 2000.00,#16207
2026-05-18 17:55:39.618930,H POWER SHAFI PLUS 15W,1.0,Rs 400.00,#16206
2026-05-18 17:54:43.700835,TURK POWER BLENDER 2 IN 1 SC786,1.0,Rs 6300.00,#16205
2026-05-18 17:54:43.700835,CLASSY TOUCH CHOOPER CT1961,1.0,Rs 4500.00,#16205
2026-05-18 17:52:03.027202,H POWER 6G SUPPLY,1.0,Rs 1150.00,#16204
2026-05-18 17:49:23.942312,H POWER SHAFI PLUS 15W,1.0,Rs 400.00,#16203
2026-05-18 17:49:23.942312,CA 25W PUMP,1.0,Rs 500.00,#16203
2026-05-18 17:43:30.687112,DEURON 4 IN 1 JUICER GL404,1.0,Rs 13000.00,#16201
2026-05-18 17:43:30.687112,SPARK CHULA STEEL,1.0,Rs 7700.00,#16201
2026-05-18 17:42:42.909351,BALINO MOTOR FAN,1.0,Rs 2350.00,#16200
2026-05-18 17:42:42.909351,SUFI SUPPLY 70495,1.0,Rs 1000.00,#16200
2026-05-18 17:42:42.909351,DC FAN STAND 775,1.0,Rs 50.00,#16200
2026-05-18 17:39:59.411868,H POWER SHAFI PLUS 15W,1.0,Rs 400.00,#16199
2026-05-18 17:37:29.780184,SGOD 404AS,1.0,Rs 320.00,#16198
2026-05-18 17:31:09.256952,PHILIPS AIR FRYER PH106 14L,1.0,Rs 21000.00,#16197
2026-05-18 17:29:46.997050,AL SHEIKH FAN AC DC,1.0,Rs 9000.00,#16196
2026-05-18 17:22:52.057364,BALINO MOTOR shibo,1.0,Rs 1100.00,#16195
2026-05-18 17:17:33.055650,TRON UPS 12V,1.0,Rs 33000.00,#16194
2026-05-18 17:17:33.055650,SA FAN AC DC,2.0,Rs 16000.00,#16194
2026-05-18 17:14:20.878102,T10 BLADE,10.0,Rs 2800.00,#16193
2026-05-18 17:13:22.838800,H POWER SHAFI PLUS 15W,1.0,Rs 400.00,#16192
2026-05-18 17:12:11.897098,balino japani motor,1.0,Rs 2000.00,#16191
2026-05-18 17:12:11.897098,H POWER SHAFI PLUS 15W,1.0,Rs 400.00,#16191
2026-05-18 17:12:11.897098,DC SILICON PAR,1.0,Rs 200.00,#16191
2026-05-18 17:10:56.005336,BALINO MOTOR shibo,1.0,Rs 1100.00,#16190
2026-05-18 17:09:45.400855,H POWER SHAFI PLUS 15W,1.0,Rs 400.00,#16189
2026-05-18 17:07:06.005820,MILAT INSECT KILLER 813 BULB,1.0,Rs 380.00,#16188
2026-05-18 17:07:06.005820,MILLAT INSECT KILLER 314,1.0,Rs 320.00,#16188
2026-05-18 17:01:49.334656,jaguar scissor,1.0,Rs 650.00,#16187
2026-05-18 17:01:49.334656,BARBAR COMB,2.0,Rs 140.00,#16187
2026-05-18 16:59:14.803406,MINI FAN  6832,1.0,Rs 800.00,#16186
2026-05-18 16:57:17.085781,arman cooler supply,1.0,Rs 1900.00,#16185
2026-05-18 16:57:05.600217,KLIENEX JUMBO ROLL,3.0,Rs 1050.00,#16184
2026-05-18 16:48:14.194029,balino japani motor,1.0,Rs 2000.00,#16183
2026-05-18 16:46:22.220745,H POWER SHAFI PLUS 15W,1.0,Rs 400.00,#16182
2026-05-18 16:37:48.392258,COMMAX LED BULB E27 12W,3.0,Rs 390.00,#16181
2026-05-18 16:37:48.392258,DC SILICON PAR,1.0,Rs 200.00,#16181
2026-05-18 16:37:48.392258,BALINO STAND STEEL,1.0,Rs 150.00,#16181
2026-05-18 16:37:48.392258,BALINO MOTOR shibo,1.0,Rs 1100.00,#16181
2026-05-18 16:37:48.392258,HMA 2PIN SHOE HOLDER,1.0,Rs 50.00,#16181
2026-05-18 16:37:48.392258,SHOO MATI,1.0,Rs 70.00,#16181
2026-05-18 16:37:48.392258,MALE FEMALE PROCLYEN,1.0,Rs 120.00,#16181
2026-05-18 16:27:26.428407,SHAVING GEL LARGE,1.0,Rs 180.00,#16180
2026-05-18 16:27:26.428407,BEN10 TISSUE,1.0,Rs 150.00,#16180
2026-05-18 16:25:50.863685,MEC FACEWASH NEEM 100G,1.0,Rs 390.00,#16179
2026-05-18 16:23:31.389030,H POWER 6G SUPPLY,1.0,Rs 1150.00,#16178
2026-05-18 16:22:59.553405,CB XXL ECONOMY 30,1.0,Rs 1350.00,#16177
2026-05-18 16:21:14.287780,AFTER SHAVE BARRI,2.0,Rs 600.00,#16176
2026-05-18 16:21:14.287780,SHAVING GEL LARGE,1.0,Rs 180.00,#16176
2026-05-18 16:21:14.287780,GENTS COMB,3.0,Rs 90.00,#16176
2026-05-18 16:21:14.287780,ALISHA SCRUB 250ML,1.0,Rs 320.00,#16176
2026-05-18 16:21:14.287780,KLIENEX PARTY PACK,2.0,Rs 340.00,#16176
2026-05-18 16:21:14.287780,POWDER PACKET,1.0,Rs 70.00,#16176
2026-05-18 16:21:14.287780,JOLLY FAIRNESS SNOW,1.0,Rs 220.00,#16176
2026-05-18 16:21:14.287780,ANVIL HAIR COLOR 45 NATURAL BLACK,1.0,Rs 220.00,#16176
2026-05-18 16:21:14.287780,dumyyyyyyyyyyyyyy,1.0,Rs 50.00,#16176
2026-05-18 16:20:35.542020,NC 25W PUMP,1.0,Rs 600.00,#16175
2026-05-18 16:18:57.600281,775  motor par simple,4.0,Rs 300.00,#16174
2026-05-18 16:18:57.600281,BATTERY WATER,1.0,Rs 220.00,#16174
2026-05-18 16:11:58.838605,NC 25W PUMP,1.0,Rs 600.00,#16173
2026-05-18 16:11:58.838605,DC SILICON PAR,2.0,Rs 400.00,#16173
2026-05-18 16:09:33.583154,H POWER SHAFI PLUS 15W,1.0,Rs 400.00,#16172
2026-05-18 16:07:57.166542,RUILING RECHARGABLE LIGHT RL8010TBS,1.0,Rs 750.00,#16171
2026-05-18 16:07:57.166542,MIRROR MEDUIM NO4175,1.0,Rs 200.00,#16171
2026-05-18 16:07:16.838454,NATURAL CARE TISSUE ROLL,1.0,Rs 500.00,#16170
2026-05-18 16:07:16.838454,CARE BABY WIPES,2.0,Rs 340.00,#16170
2026-05-18 16:05:44.900954,BNB FACEWASH,1.0,Rs 600.00,#16169
2026-05-18 16:03:03.359463,H POWER 6G SUPPLY,1.0,Rs 1150.00,#16168
2026-05-18 16:03:03.359463,DUMY PRODUCT 2,1.0,Rs 1400.00,#16168
2026-05-18 16:03:03.359463,DC SILICON PAR,1.0,Rs 200.00,#16168
2026-05-18 16:03:03.359463,DC WIRE 10MM,3.0,Rs 150.00,#16168
2026-05-18 15:58:17.150894,RUILANG FLASHLIGHT P90,1.0,Rs 2400.00,#16167
2026-05-18 15:53:53.407836,H POWER SHAFI PLUS 15W,1.0,Rs 400.00,#16166
2026-05-18 15:53:53.407836,AFCO TESTER ET 717,1.0,Rs 70.00,#16166
2026-05-18 15:51:34.855089,H POWER SHAFI PLUS 15W,1.0,Rs 400.00,#16165
2026-05-18 15:47:34.981229,BALINO MOTOR shibo,1.0,Rs 1100.00,#16164
2026-05-18 15:47:34.981229,vigo charger 10amp,1.0,Rs 1500.00,#16164
2026-05-18 15:47:34.981229,H POWER SHAFI PLUS 15W,1.0,Rs 400.00,#16164
2026-05-18 15:47:34.981229,MILAT INSECT KILLER 813 BULB,1.0,Rs 380.00,#16164
2026-05-18 15:33:08.983668,H POWER SHAFI PLUS 15W,1.0,Rs 400.00,#16162
2026-05-18 15:32:35.173537,H POWER SHAFI PLUS 15W,1.0,Rs 400.00,#16161
2026-05-18 15:31:08.445187,COOLER GRILL 20,1.0,Rs 950.00,#16160
2026-05-18 15:27:40.037957,BALINO MOTOR shibo,1.0,Rs 1100.00,#16159
2026-05-18 15:26:23.762050,ISD GOLD TORCH SD6658,1.0,Rs 300.00,#16158
2026-05-18 15:26:23.762050,camado light small size,1.0,Rs 350.00,#16158
2026-05-18 15:25:53.795400,H POWER 35W,1.0,Rs 600.00,#16157
2026-05-18 15:24:25.804053,H POWER SHAFI PLUS 15W,1.0,Rs 400.00,#16156
2026-05-18 15:23:49.275954,OXFORD AFTER SHAVE LOCTION,1.0,Rs 220.00,#16155
2026-05-18 15:23:49.275954,TAIL COMB,2.0,Rs 120.00,#16155
2026-05-18 15:22:31.947829,AFTER SHAVE BARRI,1.0,Rs 300.00,#16154
2026-05-18 15:22:31.947829,KLIENEX PARTY PACK,2.0,Rs 340.00,#16154
2026-05-18 15:21:25.525955,SAFEX RAZOR,1.0,Rs 800.00,#16153
2026-05-18 15:21:21.916556,MILAT INSECT KILLER 813 BULB,2.0,Rs 760.00,#16152
2026-05-18 15:21:21.916556,PIN TO SHOO HOLDER,1.0,Rs 50.00,#16152
2026-05-18 15:19:43.363222,H POWER SUPPLY DIMMMER,1.0,Rs 1250.00,#16151
2026-05-18 15:15:17.104033,H POWER SHAFI PLUS 15W,2.0,Rs 800.00,#16150
2026-05-18 15:14:19.198341,DC SILICON PAR,1.0,Rs 200.00,#16149
2026-05-18 15:14:19.198341,COOLER PIPE,1.0,Rs 50.00,#16149
2026-05-18 15:14:19.198341,balino japani motor,1.0,Rs 2000.00,#16149
2026-05-18 15:14:19.198341,H POWER SHAFI PLUS 15W,1.0,Rs 400.00,#16149
2026-05-18 15:14:19.198341,BALINO RING,1.0,Rs 50.00,#16149
2026-05-18 15:10:40.104080,CB L JUMBO 80,1.0,Rs 2550.00,#16148
2026-05-18 15:09:30.760329,BUTTERFLY UBS LONG PAD XXL 16P,1.0,Rs 400.00,#16147
2026-05-18 15:08:38.472206,H POWER SHAFI PLUS 15W,1.0,Rs 400.00,#16146
2026-05-18 15:08:38.472206,T SET COOLER,1.0,Rs 80.00,#16146
2026-05-18 15:08:38.472206,SUPPLY PIPE,1.0,Rs 50.00,#16146
2026-05-18 15:08:38.472206,SAMAD BOND 40G,1.0,Rs 120.00,#16146
2026-05-18 15:07:32.182158,RULANG RL130 131,1.0,Rs 700.00,#16145
2026-05-18 15:07:32.182158,HT DC LIGHT 7612,1.0,Rs 150.00,#16145
2026-05-18 14:58:59.311216,H POWER SHAFI PLUS 15W,1.0,Rs 400.00,#16144
2026-05-18 14:53:22.635329,BNB CREAM,2.0,Rs 1200.00,#16143
2026-05-18 14:52:09.784303,DEURON KETTLE DN521,1.0,Rs 5800.00,#16142
2026-05-18 14:49:56.512351,H POWER 6G SUPPLY,1.0,Rs 1150.00,#16141
2026-05-18 14:46:17.236608,MUTLIFUNCTIONAL MASSAGE ROD,1.0,Rs 4100.00,#16140
2026-05-18 14:46:17.236608,COMMAX LED BULB E27 12W,1.0,Rs 130.00,#16140
2026-05-18 14:42:31.767904,CB XL JUMBO 72,1.0,Rs 2550.00,#16139
2026-05-18 14:38:53.674154,INSECT AGAR BATI,8.0,Rs 800.00,#16138
2026-05-18 14:38:53.674154,CB XXL ECONOMY 30,1.0,Rs 1350.00,#16138
2026-05-18 14:38:53.674154,KITE MATCHES,50.0,Rs 250.00,#16138
2026-05-18 14:18:28.135351,DC MOVING MOTOR,1.0,Rs 200.00,#16137
2026-05-18 14:15:06.727547,COBA TORCH CB1658,2.0,Rs 2200.00,#16136
2026-05-18 14:13:52.232802,balino japani motor,1.0,Rs 2000.00,#16135
2026-05-18 14:07:43.217629,A2Z BATTERY CHARGER 20AMP,1.0,Rs 2100.00,#16134
2026-05-18 14:07:43.217629,DC SILICON PAR,1.0,Rs 200.00,#16134
2026-05-18 14:04:54.963517,A2Z BATTERY CHARGER 20AMP,1.0,Rs 2100.00,#16133
2026-05-18 14:04:54.963517,H POWER SHAFI PLUS 15W,1.0,Rs 400.00,#16133
2026-05-18 13:48:22.080404,CB S MEGA 80,1.0,Rs 2050.00,#16132
2026-05-18 13:47:56.705874,DC MOVING MOTOR,1.0,Rs 200.00,#16131
2026-05-18 13:46:05.713647,MILAT INSECT KILLER 813 BULB,1.0,Rs 380.00,#16130
2026-05-18 13:46:05.713647,PIN TO SHOO HOLDER,1.0,Rs 50.00,#16130
2026-05-18 13:41:11.565666,H POWER SUPPLY DIMMMER,2.0,Rs 2500.00,#16129
2026-05-18 13:39:31.682037,DC MOVING MOTOR,1.0,Rs 200.00,#16128
2026-05-18 13:36:30.632168,STEEL FAN 7757,2.0,Rs 1900.00,#16127
2026-05-18 13:36:30.632168,STEEL FAN 7756,2.0,Rs 1700.00,#16127
2026-05-18 13:30:23.258539,arman cooler supply,1.0,Rs 1800.00,#16126
2026-05-18 13:30:22.986654,arman cooler supply,1.0,Rs 1800.00,#16125
2026-05-18 13:30:03.994264,BALINO MOTOR shibo,5.0,Rs 5250.00,#16124
2026-05-18 13:27:37.535776,NC 25W PUMP,1.0,Rs 600.00,#16123
2026-05-18 13:25:15.158529,STEEL FAN 7757,1.0,Rs 1100.00,#16122
2026-05-18 13:21:55.378520,SA FAN AC DC,2.0,Rs 13900.00,#16121
2026-05-18 13:21:55.378520,H POWER SHAFI PLUS 15W,25.0,Rs 8500.00,#16121
2026-05-18 13:21:55.378520,AC DC CIRCUT hp,5.0,Rs 5250.00,#16121
2026-05-18 13:21:55.378520,BALINO DAQAN,6.0,Rs 1560.00,#16121
2026-05-18 13:21:55.378520,H POWER SUPPLY DIMMMER,2.0,Rs 2300.00,#16121
2026-05-18 13:21:55.378520,SUFI SUPPLY 5935,1.0,Rs 850.00,#16121
2026-05-18 13:21:55.378520,H POWER 6G SUPPLY,1.0,Rs 1000.00,#16121
2026-05-18 13:21:55.378520,SA FAN 220W COPPER,3.0,Rs 23100.00,#16121
2026-05-18 13:19:29.752279,HANDY FAN HJ5037,1.0,Rs 600.00,#16120
2026-05-18 13:16:11.736654,arman cooler supply,1.0,Rs 1800.00,#16119
2026-05-18 13:15:46.127228,balino japani motor,1.0,Rs 2000.00,#16118
2026-05-18 13:09:13.520790,STEEL FAN 7757,1.0,Rs 900.00,#16117
2026-05-18 13:04:40.993929,H POWER SHAFI PLUS 15W,1.0,Rs 400.00,#16116
2026-05-18 13:04:37.356511,H POWER SHAFI PLUS 15W,1.0,Rs 400.00,#16115
2026-05-18 13:04:23.853320,H POWER AC 40W,1.0,Rs 700.00,#16114
2026-05-18 13:03:32.665820,SOFT TOUCH WAX,2.0,Rs 1180.00,#16113
2026-05-18 13:03:32.665820,NOSE STRIP VEET 5PC S,2.0,Rs 380.00,#16113
2026-05-18 12:58:34.681445,DC SILICON PAR,1.0,Rs 200.00,#16112
2026-05-18 12:56:08.165820,MILLAT CURRENCY TESTER TE5000,1.0,Rs 900.00,#16111
2026-05-18 12:55:23.790773,WEISHAN 63MM LOCK,2.0,Rs 1160.00,#16110
2026-05-18 12:54:20.462667,MILAT INSECT KILLER 813 BULB,2.0,Rs 760.00,#16109
2026-05-18 12:53:16.775195,BALINO MOTOR shibo,1.0,Rs 1100.00,#16108
2026-05-18 12:53:12.431398,SA FAN AC DC,1.0,Rs 8000.00,#16107
2026-05-18 12:51:27.374410,SA FAN AC DC,1.0,Rs 8000.00,#16105
2026-05-18 12:49:20.999456,COOLER GRILL 20,1.0,Rs 900.00,#16104
2026-05-18 12:48:01.890018,H POWER SHAFI PLUS 15W,2.0,Rs 800.00,#16103
2026-05-18 12:48:01.890018,arman cooler supply,1.0,Rs 1900.00,#16103
2026-05-18 12:45:32.546332,SAFEX BLADE 50PCS,100.0,Rs 3300.00,#16102
2026-05-18 12:45:32.546332,DOCTOR CART KIT,1.0,Rs 2900.00,#16102
2026-05-18 12:45:32.546332,SHAVING GEL LARGE,6.0,Rs 1080.00,#16102
2026-05-18 12:37:15.752372,WAX BEANS BOTTLE 400GM,1.0,Rs 950.00,#16101
2026-05-18 12:36:52.706900,SAFEX BLADE 50PCS,100.0,Rs 3300.00,#16100
2026-05-18 12:36:52.706900,SHAVING GEL LARGE,6.0,Rs 1200.00,#16100
2026-05-18 12:30:44.280595,LIFEBUOY SHAMPOO HERBAL 370ML,1.0,Rs 570.00,#16099
2026-05-18 12:16:01.438554,FOAM HANDLE FOLDING UMBRELLA,2.0,Rs 2300.00,#16098
2026-05-18 12:15:01.779554,SOGO 20AMP CONVERETER DC,1.0,Rs 2700.00,#16097
2026-05-18 12:14:48.405539,ZB POWER 20AMP CONTROLLER,4.0,Rs 4320.00,#16096
2026-05-18 12:14:48.405539,ZB POWER 30AMP CONTROLLER,4.0,Rs 5280.00,#16096
2026-05-18 12:14:48.405539,RSD CONTROLLER 20A,4.0,Rs 4320.00,#16096
2026-05-18 12:14:22.383031,H POWER 6G SUPPLY,1.0,Rs 1150.00,#16095
2026-05-18 12:09:07.108452,NATURAL CARE TISSUE ROLL,1.0,Rs 500.00,#16094
2026-05-18 12:09:07.108452,POWDER PACKET,2.0,Rs 140.00,#16094
2026-05-18 12:09:07.108452,BARBAR COMB,1.0,Rs 70.00,#16094
2026-05-18 12:06:56.502769,BALINO MOTOR shibo,1.0,Rs 1100.00,#16093
2026-05-18 12:06:56.502769,DC SILICON PAR,1.0,Rs 200.00,#16093
2026-05-18 12:04:03.952968,H POWER SHAFI PLUS 15W,1.0,Rs 400.00,#16092
2026-05-18 12:03:34.482383,JHONSONS SHAMPOO 200ML,1.0,Rs 530.00,#16091
2026-05-18 12:03:34.482383,CB XL ECONOMY 36,1.0,Rs 1350.00,#16091
2026-05-18 12:02:06.648590,COOLER GRILL 24,2.0,Rs 2080.00,#16090
2026-05-18 12:02:06.648590,KOYO AAA CELL,40.0,Rs 432.00,#16090
2026-05-18 12:02:06.648590,POWER STAR AAA BOX FULL,1.0,Rs 700.00,#16090
2026-05-18 12:02:06.648590,POWER STAR AA BOX FULL,1.0,Rs 840.00,#16090
2026-05-18 12:02:06.648590,BALINO MOTOR FAN,2.0,Rs 4000.00,#16090
2026-05-18 11:59:43.394019,SOLAR LED LIGHT IP66,1.0,Rs 2100.00,#16089
2026-05-18 11:58:03.583792,JAPANI MOTOR,1.0,Rs 2000.00,#16088
2026-05-18 11:57:36.043967,CA 25W PUMP,1.0,Rs 550.00,#16087
2026-05-18 11:57:36.043967,WIRE 40/76,3.0,Rs 90.00,#16087
2026-05-18 11:57:36.043967,HMA 2PIN SHOE HOLDER,1.0,Rs 50.00,#16087
2026-05-18 11:53:29.792333,H POWER 25W,1.0,Rs 550.00,#16086
2026-05-18 11:52:58.818596,H POWER SHAFI PLUS 15W,1.0,Rs 400.00,#16085
2026-05-18 11:52:58.818596,T SET COOLER,1.0,Rs 70.00,#16085
2026-05-18 11:50:59.038266,H POWER SHAFI PLUS 15W,1.0,Rs 400.00,#16084
2026-05-18 11:47:15.728873,fresco vip212,1.0,Rs 500.00,#16083
2026-05-18 11:36:40.705529,CHEERING SEWING MACHINE LIGHT 20T,1.0,Rs 600.00,#16082
2026-05-18 11:31:53.224783,H POWER SHAFI PLUS 15W,1.0,Rs 400.00,#16081
2026-05-18 11:31:38.397713,CB S JUMBO 96,1.0,Rs 2550.00,#16080
2026-05-18 11:30:32.933817,H POWER 25W,1.0,Rs 550.00,#16079
2026-05-18 11:30:32.933817,H POWER SHAFI PLUS 15W,1.0,Rs 400.00,#16079
2026-05-18 11:30:32.933817,BALINO MOTOR shibo,1.0,Rs 1100.00,#16079
2026-05-18 11:27:36.356532,H POWER SHAFI PLUS 15W,1.0,Rs 400.00,#16078
2026-05-18 11:22:18.277093,BALINO MOTOR FAN,1.0,Rs 2300.00,#16077
2026-05-18 11:22:18.277093,SUFI SUPPLY 70495,1.0,Rs 950.00,#16077
2026-05-18 11:17:16.194919,GAS MACHINE 6000G,1.0,Rs 1100.00,#16076
2026-05-18 11:16:28.372970,555 MOTOR,1.0,Rs 350.00,#16075
2026-05-18 11:16:28.372970,BABY COOLER PAR,1.0,Rs 70.00,#16075
2026-05-18 11:15:43.685812,555 MOTOR,2.0,Rs 700.00,#16074
2026-05-18 11:15:25.139295,SMART WIFI BULB DOUBLE,1.0,Rs 6000.00,#16073
2026-05-18 11:08:59.820559,H POWER SHAFI PLUS 15W,1.0,Rs 400.00,#16072
2026-05-18 10:56:14.571482,baleno motor,1.0,Rs 1100.00,#16071
