Date,Item,Quantity,Amount,Status
2026-01-24 12:51:16.886345,CARE BABY S JUMBO 96,4.0,Rs 0.00,#2046
2026-01-24 12:50:26.315198,HT DC LIGHTS S10,1.0,Rs 180.00,#2045
2026-01-24 12:50:26.315198,HT DC LIGHT S17,2.0,Rs 280.00,#2045
2026-01-24 12:50:11.565451,CARE BABY NB ECONOMY 52,16.0,Rs 19200.00,#2044
2026-01-24 12:50:11.565451,CARE BABY S JUMBO 96,16.0,Rs 35200.00,#2044
2026-01-24 12:50:11.565451,CARE BABY M JUMBO 88,12.0,Rs 26400.00,#2044
2026-01-24 12:50:11.565451,CARE BABY L JUMBO 80,40.0,Rs 88000.00,#2044
2026-01-24 12:50:11.565451,CARE BABY XL JUMBO 72,32.0,Rs 70400.00,#2044
2026-01-24 12:50:11.565451,CARE BABY XXL JUMBO 60,36.0,Rs 79200.00,#2044
2026-01-24 12:35:22.168987,RAF COFFE BEATER,1.0,Rs 2000.00,#2043
2026-01-24 12:35:01.156549,HG RECHARGABLE LIGHT 500B,1.0,Rs 2000.00,#2042
2026-01-24 12:26:29.898717,HAYAT WATER ROD 1200W,1.0,Rs 400.00,#2041
2026-01-24 12:23:22.737803,HG RECHARGABLE LIGHT 500B,2.0,Rs 3400.00,#2040
2026-01-24 12:10:26.055770,SGOD 404AS,1.0,Rs 320.00,#2039
2026-01-24 12:04:38.876787,LED CHARGING BULB FAE-3920,2.0,Rs 1400.00,#2038
2026-01-24 11:52:48.783150,RULANG RL130 131,2.0,Rs 1400.00,#2005
2026-01-24 11:46:51.146278,INSECT KILLER ROD 18W 2 FOOT,2.0,Rs 780.00,#2004
2026-01-24 11:23:18.552224,SD8676 FLASHLIGHT,1.0,Rs 330.00,#2003
2026-01-24 11:19:19.664510,SHAVING BRUSH BROWN,1.0,Rs 170.00,#2002
2026-01-24 11:18:40.997789,F8 ROD ORIGINAL,3.0,Rs 1740.00,#2001
2026-01-24 11:06:30.243326,[REFUND] KEMEI TRIMMER KM-3231,-1.0,Rs -2900.00,REFUND #2000
2026-01-24 11:04:18.225752,SILVER CREST CHOPER BLADE,1.0,Rs 600.00,#1999
2026-01-22 21:17:05.624482,BLUEIDEA MINI FASCIAL GUN,1.0,Rs 2800.00,#1998
2026-01-22 20:17:56.812171,PARAMOUNT LED BULB E27 12W,2.0,Rs 260.00,#1997
2026-01-22 20:17:56.812171,GT 7W DC BULB,1.0,Rs 130.00,#1997
2026-01-22 20:17:02.446448,[REFUND] HT DC LIGHT HT6,-1.0,Rs -190.00,REFUND #1996
2026-01-22 20:17:02.446448,[REFUND] HT DC LIGHT S17,-1.0,Rs -130.00,REFUND #1996
2026-01-22 20:16:13.707500,HT DC LIGHT HT6,2.0,Rs 380.00,#1995
2026-01-22 20:16:13.707500,HT DC LIGHT S17,1.0,Rs 130.00,#1995
2026-01-22 20:15:36.595440,HT DC LIGHT HT6,1.0,Rs 190.00,#1994
2026-01-22 20:15:36.595440,HT DC LIGHT S17,1.0,Rs 130.00,#1994
2026-01-22 20:05:57.775097,UMBRELLA U HANDLE,1.0,Rs 1150.00,#1993
2026-01-22 19:55:10.368150,LNIO EXTENSION LEED A705,1.0,Rs 450.00,#1992
2026-01-22 19:40:17.870972,UMBRELLA STEEL HANDLE,1.0,Rs 1200.00,#1991
2026-01-22 19:34:17.879788,[REFUND] NATIONAL ELECTRIC KATTLE N.104,-1.0,Rs -2700.00,REFUND #1990
2026-01-22 19:32:52.045236,NATIONAL ELECTRIC KATTLE N.104,1.0,Rs 2700.00,#1989
2026-01-22 19:26:43.922160,HT DC LIGHT S17,3.0,Rs 420.00,#1988
2026-01-22 19:26:43.922160,RUILANG EMERGENCY LIGHT RL 6006,1.0,Rs 400.00,#1988
2026-01-22 19:25:23.367202,UMBRELLA STEEL HANDLE,1.0,Rs 1250.00,#1987
2026-01-22 19:25:23.367202,RULANG RL130 131,1.0,Rs 700.00,#1987
2026-01-22 19:21:13.242998,UMBRELLA STEEL HANDLE,1.0,Rs 1250.00,#1986
2026-01-22 19:20:06.365369,F8 ROD ORIGINAL,1.0,Rs 700.00,#1985
2026-01-22 19:19:07.252700,UMBRELLA STEEL HANDLE,2.0,Rs 2500.00,#1984
2026-01-22 19:18:35.646972,UMBRELLA STEEL HANDLE,2.0,Rs 2500.00,#1983
2026-01-22 19:16:00.252708,SIMPLE FOLDING UMBRELLA,2.0,Rs 2200.00,#1982
2026-01-22 19:15:34.334287,UMBRELLA STEEL HANDLE,1.0,Rs 1250.00,#1981
2026-01-22 19:04:06.479777,F8 ROD ORIGINAL,1.0,Rs 700.00,#1980
2026-01-22 18:58:00.877542,F8 ROD ORIGINAL,1.0,Rs 700.00,#1979
2026-01-22 18:51:10.076508,UMBRELLA U HANDLE,1.0,Rs 1150.00,#1978
2026-01-22 18:42:52.378330,RULANG RL130 131,1.0,Rs 700.00,#1977
2026-01-22 18:41:31.871251,FIBER UMBRELLA BIG,1.0,Rs 1000.00,#1976
2026-01-22 18:40:04.709374,NOWAKE CRYSTAL JUG AMSONS,1.0,Rs 550.00,#1975
2026-01-22 18:40:04.709374,LED CHARGING BULB FAE-3920,1.0,Rs 700.00,#1975
2026-01-22 18:33:49.574702,ONE STEP HAIR DRYER +AND STYLER,1.0,Rs 1600.00,#1974
2026-01-22 18:24:31.933585,UMBRELLA STEEL HANDLE,1.0,Rs 1250.00,#1973
2026-01-22 18:13:15.932330,LOCAL KETTLE 2LTR,1.0,Rs 1100.00,#1972
2026-01-22 18:06:12.289169,PARAMOUNT LED BULB E27 12W,1.0,Rs 130.00,#1971
2026-01-22 18:05:52.416169,PARAMOUNT LED BULB E27 12W,1.0,Rs 130.00,#1970
2026-01-22 18:00:34.937957,VACCUM MOTOR,1.0,Rs 1900.00,#1969
2026-01-22 17:53:14.558419,F8 ROD ORIGINAL,1.0,Rs 700.00,#1968
2026-01-22 17:51:30.643432,CHEERING MOTOR 150W,1.0,Rs 2200.00,#1967
2026-01-22 17:49:24.705444,[REFUND] CHEERING MOTOR 150W,-1.0,Rs -2200.00,REFUND #1966
2026-01-22 17:47:59.255418,CHEERING MOTOR 150W,1.0,Rs 2050.00,#1965
2026-01-22 17:44:14.736370,S.J MULTI SHOE,1.0,Rs 100.00,#1964
2026-01-22 17:41:19.188365,SILVER CREST CHOPER BLADE,1.0,Rs 600.00,#1963
2026-01-22 17:24:10.050072,SAMSUNG REMOTE SMALL 1088,1.0,Rs 220.00,#1962
2026-01-22 17:16:51.633217,LED CHARGING BULB FAE-3920,1.0,Rs 700.00,#1961
2026-01-22 17:13:45.076060,UMBRELLA U HANDLE,1.0,Rs 1050.00,#1960
2026-01-22 17:13:08.142339,HEALTHY WEIGHT SCALE 180KG,1.0,Rs 2000.00,#1959
2026-01-22 17:08:28.804958,LED CHARGING BULB FAE-3920,1.0,Rs 700.00,#1958
2026-01-22 17:02:12.844354,PROFESSION TRIMMER VINTAGE T9,1.0,Rs 900.00,#1957
2026-01-22 16:52:48.484702,LED CHARGING BULB FAE-3920,5.0,Rs 3250.00,#1956
2026-01-22 16:50:50.893951,[REFUND] F8 ROD ORIGINAL,-1.0,Rs -580.00,REFUND #1955
2026-01-22 16:50:07.031232,WATER ROX WITH BOX 1200W,1.0,Rs 580.00,#1954
2026-01-22 16:42:33.270690,RULANG RL130 131,1.0,Rs 750.00,#1953
2026-01-22 16:38:03.290407,[REFUND] RUILANG BENERGENCY LIGHT RL-127,-1.0,Rs -700.00,REFUND #1952
2026-01-22 16:34:28.945964,F8 ROD ORIGINAL,1.0,Rs 700.00,#1951
2026-01-22 16:31:50.540877,GEEPASS CHARGER 1.5V TO 12V,1.0,Rs 250.00,#1950
2026-01-22 16:28:22.613336,SKB DC CHARGER S01 RED,1.0,Rs 320.00,#1949
2026-01-22 16:26:21.204137,BABY SMALL UMBRELLA,1.0,Rs 340.00,#1948
2026-01-22 16:25:19.780336,SOGO BATTERY 6V 4.5AH,1.0,Rs 1250.00,#1947
2026-01-22 16:24:27.449263,CHEERING SWING MOTOR 180W,1.0,Rs 2350.00,#1946
2026-01-22 16:05:26.734840,RUILANG BENERGENCY LIGHT RL-127,1.0,Rs 700.00,#1945
2026-01-22 16:01:29.052887,F8 ROD ORIGINAL,1.0,Rs 700.00,#1944
2026-01-22 16:01:29.052887,RUILANG BENERGENCY LIGHT RL-127,1.0,Rs 700.00,#1944
2026-01-22 15:51:13.889574,KINGWAY BATTERY CHARGER 20A,1.0,Rs 1950.00,#1943
2026-01-22 15:39:46.305691,HEATER ROD SIMPLE,1.0,Rs 100.00,#1942
2026-01-22 15:31:33.524912,PARAMOUNT LED BULB B22 12W,1.0,Rs 130.00,#1941
2026-01-22 15:29:11.919046,SOGO BATTERY JPN-750 6V 4.5A,1.0,Rs 1300.00,#1940
2026-01-22 15:17:27.462918,MULTI FUNCTIONAL FLASHLIGHT DT-811,1.0,Rs 1150.00,#1939
2026-01-22 15:16:20.807402,LED CHARGING BULB FAE-3920,2.0,Rs 1240.00,#1938
2026-01-22 15:15:40.376613,SD8672 FLASHLIGHT,1.0,Rs 230.00,#1937
2026-01-22 15:12:06.426314,LED REMOTE 015,1.0,Rs 180.00,#1936
2026-01-22 15:04:45.117562,LONG BATTERY 12V7A,1.0,Rs 3200.00,#1935
2026-01-22 14:55:48.371832,LED CHARGING BULB FAE-3920,1.0,Rs 700.00,#1934
2026-01-22 14:49:23.509227,SOGO 4V4AMP BATTERY,1.0,Rs 1100.00,#1933
2026-01-22 14:09:46.059276,F9 ROD ORIGINAL,1.0,Rs 950.00,#1932
2026-01-22 14:07:01.768670,HT DC LIGHTS S10,1.0,Rs 180.00,#1931
2026-01-22 14:06:08.169918,GSL BATTERY 6V5A,2.0,Rs 1760.00,#1930
2026-01-22 13:47:46.523773,KEMEI 5IN1 KM2199,1.0,Rs 3650.00,#1929
2026-01-22 13:22:48.672275,HG RECHARGABLE LIGHT 500B,1.0,Rs 2000.00,#1928
2026-01-22 13:08:11.979857,LED FLOOD LIGHT OUTDOOR,1.0,Rs 1950.00,#1927
2026-01-22 12:52:42.027521,COUNTERFIET MONEY DETECTOR AD2138,1.0,Rs 2000.00,#1926
2026-01-22 12:41:58.074556,KEMEI TRIMMER KM-3231,1.0,Rs 2900.00,#1925
2026-01-22 12:25:30.560741,HG DUE HG 1664,1.0,Rs 1800.00,#1924
2026-01-22 12:09:57.760469,MECHICO FEEDER 275ML,1.0,Rs 190.00,#1923
2026-01-22 11:52:25.158436,HG RECHARGABLE LIGHT 500B,1.0,Rs 1650.00,#1922
2026-01-22 11:52:25.158436,ANOLEC EMERGENCY BATTERY AL-6600,1.0,Rs 2400.00,#1922
2026-01-22 11:48:52.321098,UNI PEC 20A CHARGER,1.0,Rs 2200.00,#1921
2026-01-22 11:45:47.728938,HOPES RECHARGABLE LIGHT H412,1.0,Rs 650.00,#1920
2026-01-22 11:39:35.181936,HOPES RECHARGABLE LIGHT H412,1.0,Rs 650.00,#1919
2026-01-22 11:30:54.331886,JUICER PHOOL WITH BOX,3.0,Rs 600.00,#1918
2026-01-22 11:23:16.713986,KINGWAY BATTERY CHARGER 20A,1.0,Rs 1950.00,#1917
2026-01-21 21:36:35.067853,BLUEIDEA MINI FASCIAL GUN,1.0,Rs 2700.00,#1916
2026-01-21 21:34:09.544700,CARE BABY L JUMBO 80,2.0,Rs 4460.00,#1915
2026-01-21 21:34:09.544700,CARE BABY M JUMBO 88,2.0,Rs 4460.00,#1915
2026-01-21 21:34:09.544700,CARE BABY XXL JUMBO 60,2.0,Rs 4460.00,#1915
2026-01-21 21:17:20.672403,HOPES RECHARGABLE LIGHT H412,1.0,Rs 650.00,#1914
2026-01-21 21:17:20.672403,SOGO JPN-74,1.0,Rs 630.00,#1914
2026-01-21 21:17:20.672403,BELL PUSH BUTTON,1.0,Rs 150.00,#1914
2026-01-21 21:17:20.672403,BURAQ DOOR BELL,1.0,Rs 350.00,#1914
2026-01-21 20:49:03.154623,camado light small size,2.0,Rs 590.00,#1913
2026-01-21 20:06:10.917541,RULANG RL130 131,1.0,Rs 750.00,#1912
2026-01-21 19:49:09.543954,PRONIX ELECTRIC SHOWER PX810,1.0,Rs 2350.00,#1911
2026-01-21 19:46:53.944522,AFTER SHAVE BARRI,1.0,Rs 200.00,#1910
2026-01-21 19:14:47.388237,F8 ROD ORIGINAL,1.0,Rs 580.00,#1909
2026-01-21 19:12:10.291489,[REFUND] BOLI SHAVER RSCWA1,-1.0,Rs -1300.00,REFUND #1908
2026-01-21 19:11:45.068730,YADO TRIMMER W301U,1.0,Rs 1100.00,#1907
2026-01-21 19:08:56.171354,BOLI SHAVER RSCWA1,1.0,Rs 1300.00,#1906
2026-01-21 19:04:11.734901,GT Battery charger 20 amp,1.0,Rs 4000.00,#1905
2026-01-21 19:00:46.823822,HP PROCELEAN SHOE 125,1.0,Rs 70.00,#1904
2026-01-21 18:56:24.087299,PROFESSION TRIMMER VINTAGE T9,1.0,Rs 900.00,#1903
2026-01-21 18:46:18.428189,HG RECHARGABLE LIGHT 500B,1.0,Rs 2000.00,#1902
2026-01-21 18:40:32.389343,LED CHARGING BULB FAE-3920,2.0,Rs 1240.00,#1901
2026-01-21 18:40:32.389343,HOPES RECHARGABLE LIGHT H412,2.0,Rs 1160.00,#1901
2026-01-21 18:31:12.491233,RULANG RL130 131,1.0,Rs 750.00,#1900
2026-01-21 18:28:00.514409,VACCUM BRUSH,1.0,Rs 800.00,#1899
2026-01-21 18:24:25.487169,LED CHARGING BULB FAE-3920,1.0,Rs 650.00,#1898
2026-01-21 17:17:56.740810,HG RECHARGABLE LIGHT 500B,2.0,Rs 4000.00,#1865
2026-01-21 17:17:56.740810,RUILANG TORCH RL-2405,1.0,Rs 2150.00,#1865
2026-01-21 17:10:39.418108,HG RECHARGABLE LIGHT 500B,3.0,Rs 4950.00,#1864
2026-01-21 17:10:39.418108,F8 ROD ORIGINAL,2.0,Rs 1160.00,#1864
2026-01-21 17:10:39.418108,PRONIX ELECTRIC SHOWER PX810,1.0,Rs 2200.00,#1864
2026-01-21 16:58:17.646238,RULANG RL130 131,1.0,Rs 750.00,#1863
2026-01-21 16:57:35.388674,RULANG RL130 131,1.0,Rs 670.00,#1862
2026-01-21 16:57:04.998686,RULANG RL130 131,1.0,Rs 670.00,#1861
2026-01-21 16:38:25.656188,EMERGENCY BULB 5W 005,1.0,Rs 1350.00,#1860
2026-01-21 16:29:36.156763,LED CHARGING BULB FAE-3920,1.0,Rs 700.00,#1859
2026-01-21 16:20:47.032330,GEEMY TRIMMER GM-6050,1.0,Rs 2000.00,#1858
2026-01-21 15:57:25.025097,PRIME SERIES BULB 25W,1.0,Rs 350.00,#1857
2026-01-21 15:41:28.188183,VGR REPILATOR V706,1.0,Rs 2500.00,#1856
2026-01-21 15:26:53.726118,[REFUND] PARAMOUNT LED BULB E27 12W,-3.0,Rs -390.00,REFUND #1855
2026-01-21 15:15:19.203844,LED CHARGING BULB FAE-3920,1.0,Rs 700.00,#1854
2026-01-21 15:14:28.850174,F8 ROD ORIGINAL,1.0,Rs 700.00,#1853
2026-01-21 15:13:52.529250,PARAMOUNT LED BULB B22 12W,1.0,Rs 130.00,#1852
2026-01-21 14:49:53.048427,F8 ROD ORIGINAL,1.0,Rs 700.00,#1851
2026-01-21 13:44:21.055116,NICE TECH 20 GAS REGULATOR MODEL 81,1.0,Rs 400.00,#1850
2026-01-21 13:34:24.056252,EMERGENCY BULB 5W 005,1.0,Rs 1350.00,#1849
2026-01-21 13:34:24.056252,LED CHARGING BULB FAE-3920,1.0,Rs 650.00,#1849
2026-01-21 13:25:34.649689,LED CHARGING BULB FAE-3920,1.0,Rs 700.00,#1848
2026-01-21 13:20:28.538302,HOPES RECHARGABLE LIGHT H412,1.0,Rs 640.00,#1847
2026-01-21 13:18:59.428199,LED CHARGING BULB FAE-3920,1.0,Rs 700.00,#1846
2026-01-21 13:05:31.742522,DP RECHARGABLE LIGHT 707,1.0,Rs 620.00,#1845
2026-01-21 13:01:07.941923,HT DC LIGHTS S10,2.0,Rs 360.00,#1844
2026-01-21 12:57:33.435109,SOLAR LED LIGHT IP66,1.0,Rs 2000.00,#1843
2026-01-21 12:37:12.104540,[REFUND] MOTOR 8825 MS,-1.0,Rs -2100.00,REFUND #1842
2026-01-21 12:35:20.500569,MOTOR 8825 MS,1.0,Rs 2100.00,#1841
2026-01-21 12:25:45.382035,F8 ROD ORIGINAL,1.0,Rs 700.00,#1840
2026-01-21 11:51:40.567804,PANASONIC TOP COVER TAPA,1.0,Rs 700.00,#1839
2026-01-21 11:40:43.355891,CARE BABY XXL MEGA 50,2.0,Rs 3520.00,#1838
2026-01-21 11:40:43.355891,CARE BABY S MEGA 80,2.0,Rs 3520.00,#1838
2026-01-21 11:40:43.355891,CARE BABY L MEGA 64,2.0,Rs 3520.00,#1838
2026-01-21 11:40:43.355891,CARE BABY XL MEGA 58,2.0,Rs 3520.00,#1838
2026-01-21 11:40:43.355891,CARE BABY S JUMBO 96,2.0,Rs 4460.00,#1838
2026-01-21 11:40:43.355891,CARE BABY S ECONOMY 48,4.0,Rs 4800.00,#1838
2026-01-21 11:40:43.355891,CARE BABY L ECONOMY 40,4.0,Rs 4800.00,#1838
2026-01-21 10:54:24.340659,CARE BABY XL JUMBO 72,8.0,Rs 17600.00,#1837
2026-01-21 10:54:24.340659,CARE BABY XXL JUMBO 60,8.0,Rs 17600.00,#1837
2026-01-21 10:50:31.431878,LED CHARGING BULB FAE-3920,1.0,Rs 1400.00,#1836
2026-01-21 10:49:59.996540,CARE BABY L MEGA 64,4.0,Rs 7040.00,#1835
2026-01-21 10:49:59.996540,CARE BABY NB ECONOMY 52,2.0,Rs 2400.00,#1835
2026-01-21 10:49:59.996540,CARE BABY WIPES,4.0,Rs 0.00,#1835
2026-01-21 10:47:32.040529,CARE BABY M MEGA 72,4.0,Rs 7040.00,#1834
2026-01-21 10:47:32.040529,CARE BABY L MEGA 64,4.0,Rs 7040.00,#1834
2026-01-21 10:46:15.746861,CAMADO LIGHT BIG SIZE,1.0,Rs 900.00,#1833
2026-01-21 10:46:15.746861,LED CHARGING BULB FAE-3920,1.0,Rs 700.00,#1833
2026-01-21 10:43:40.942134,CARE BABY S MEGA 80,2.0,Rs 3520.00,#1832
2026-01-21 10:36:25.592503,GSL BATTERY 6V5A,2.0,Rs 1900.00,#1831
2026-01-21 10:34:18.914123,GEEPASS CHARGER 1.5V TO 12V,1.0,Rs 250.00,#1830
2026-01-21 10:28:53.408079,DUMY PRODUCTS 2,1.0,Rs 200.00,#1829
2026-01-21 10:28:15.489096,KEMEI TRIMMER KM-5017,1.0,Rs 2100.00,#1828
2026-01-20 20:56:29.270907,PARAMOUNT LED BULB 20W,1.0,Rs 250.00,#1827
2026-01-20 20:55:29.650801,[REFUND] REMIGTON HAIR STRAIGHTNER 8181,-1.0,Rs -2400.00,REFUND #1826
2026-01-20 20:54:23.654850,HYAOU REMOTE CONTROLLER ZNT,1.0,Rs 350.00,#1825
2026-01-20 20:37:01.415736,HUAYAU RML930+1162+1762,1.0,Rs 350.00,#1824
2026-01-20 20:35:29.520780,SHARP REMOTE,1.0,Rs 200.00,#1823
2026-01-20 20:25:14.904949,LED CHARGING BULB FAE-3920,1.0,Rs 700.00,#1822
2026-01-20 20:02:13.258389,GEEMY TRIMMER GM-6050,1.0,Rs 2000.00,#1821
2026-01-20 19:42:05.868686,LED CHARGING BULB FAE-3920,1.0,Rs 700.00,#1820
2026-01-20 19:15:08.122267,REMINGTION HAIR DRYER RE-2025,1.0,Rs 2600.00,#1819
2026-01-20 19:00:09.591350,HIGH POWER HEAD LIGHT,1.0,Rs 400.00,#1818
2026-01-20 18:49:16.756784,LED CHARGING BULB FAE-3920,1.0,Rs 700.00,#1817
2026-01-20 18:44:59.512489,LED CHARGING BULB FAE-3920,1.0,Rs 700.00,#1816
2026-01-20 18:36:49.478017,ASIM PENDET HOLDER,1.0,Rs 70.00,#1815
2026-01-20 18:36:49.478017,GT DC BULB 18 W,1.0,Rs 240.00,#1815
2026-01-20 18:34:46.045028,HAYAT WATER ROD 1200W,1.0,Rs 350.00,#1814
2026-01-20 18:30:26.608026,SCHNIDER PROTECTOR,1.0,Rs 630.00,#1813
2026-01-20 18:29:08.577708,GT 9W DC BULB,3.0,Rs 450.00,#1812
2026-01-20 18:29:08.577708,ASIM PENDET HOLDER,2.0,Rs 140.00,#1812
2026-01-20 18:27:57.069517,H&F TRAVEL IRON HF-258B,1.0,Rs 2400.00,#1811
2026-01-20 18:27:57.069517,TRAVELLING FOLDING KETTLE 600ML,1.0,Rs 1800.00,#1811
2026-01-20 18:19:55.435792,LED CHARGING BULB FAE-3920,1.0,Rs 700.00,#1810
2026-01-20 18:18:22.126768,LED CHARGING BULB FAE-3920,1.0,Rs 700.00,#1809
2026-01-20 18:15:52.278036,LOCAL KETTLE 2LTR,1.0,Rs 1100.00,#1808
2026-01-20 17:47:43.257993,SN BARBER WATER BOTEL,1.0,Rs 250.00,#1807
2026-01-20 17:43:24.619820,F8 ROD ORIGINAL,1.0,Rs 700.00,#1806
2026-01-20 17:35:20.114402,DP STUDY LAMP LED666,1.0,Rs 1150.00,#1805
2026-01-20 17:14:22.574728,keune  HAIR STRAIGHTNER K6000,1.0,Rs 3400.00,#1804
2026-01-20 17:12:26.706524,F9 ROD ORIGINAL,1.0,Rs 950.00,#1803
2026-01-20 17:11:16.814854,PARAMOUNT LED BULB B22 12W,2.0,Rs 260.00,#1802
2026-01-20 17:07:36.597860,ANDRIOD DEVICE REMOTE X96 MINI,1.0,Rs 250.00,#1801
2026-01-20 17:06:35.098006,REMIGTON HAIR STRAIGHTNER 8181,1.0,Rs 2400.00,#1800
2026-01-20 16:57:19.195730,LED CHARGING BULB FAE-3920,1.0,Rs 700.00,#1799
2026-01-20 16:54:22.817495,AONELEC RECHARGEABLE LIGHT,1.0,Rs 3100.00,#1798
2026-01-20 16:44:46.620298,LED CHARGING BULB FAE-3920,1.0,Rs 700.00,#1797
2026-01-20 16:44:07.566346,RUILANG EMERGENCY LIGHT RL 6006,1.0,Rs 400.00,#1796
2026-01-20 16:40:35.423641,HT DC LIGHT HT6,1.0,Rs 190.00,#1795
2026-01-20 16:40:35.423641,LED PAR30 35W,1.0,Rs 800.00,#1795
2026-01-20 16:38:09.110636,LOCAL KETTLE 2LTR,1.0,Rs 1100.00,#1794
2026-01-20 16:36:51.034640,LED CHARGING BULB FAE-3920,1.0,Rs 650.00,#1793
2026-01-20 16:20:12.498482,F8 ROD ORIGINAL,1.0,Rs 700.00,#1792
2026-01-20 16:09:29.674883,RUILANG BENERGENCY LIGHT RL-127,1.0,Rs 650.00,#1791
2026-01-20 16:07:35.261621,CC STREET LAMP CL-111,1.0,Rs 3300.00,#1790
2026-01-20 16:07:35.261621,SOLAR INDUCTION STREET LAMP W776B,1.0,Rs 2250.00,#1790
2026-01-20 16:07:35.261621,LED CHARGING BULB FAE-3920,1.0,Rs 650.00,#1790
2026-01-20 15:58:08.283434,BLAWLESS EYEBROW REMOVER,1.0,Rs 730.00,#1789
2026-01-20 15:31:36.551651,HOPES RECHARGABLE LIGHT H412,1.0,Rs 650.00,#1788
2026-01-20 15:23:13.075130,LED CHARGING BULB FAE-3920,1.0,Rs 700.00,#1787
2026-01-20 15:12:10.266716,EMERGENCY BULB 5W 005,1.0,Rs 1450.00,#1786
2026-01-20 15:09:59.697072,ELETIK HAIR COLOR 45&43,3.0,Rs 660.00,#1785
2026-01-20 15:04:34.553957,NECK ROLL PATTI BARBAR,5.0,Rs 900.00,#1784
2026-01-20 15:04:34.553957,AFTER SHAVE BARRI,1.0,Rs 200.00,#1784
2026-01-20 15:01:04.505776,LED CHARGING BULB FAE-3920,1.0,Rs 700.00,#1783
2026-01-20 14:45:38.391096,RUILANG BENERGENCY LIGHT RL-127,1.0,Rs 700.00,#1750
2026-01-20 14:06:44.366970,LED CHARGING BULB FAE-3920,6.0,Rs 3720.00,#1749
2026-01-20 14:06:44.366970,RULANG RL130 131,3.0,Rs 1890.00,#1749
2026-01-20 14:06:44.366970,MARJAN LED LIGHT BF SMALL,3.0,Rs 360.00,#1749
2026-01-20 14:06:44.366970,HT DC LIGHT S17,6.0,Rs 660.00,#1749
2026-01-20 14:04:20.636281,LED CHARGING BULB FAE-3920,1.0,Rs 700.00,#1748
2026-01-20 14:03:40.757891,LED CHARGING BULB FAE-3920,2.0,Rs 1400.00,#1747
2026-01-20 14:01:23.338617,HG RECHARGABLE LIGHT 500B,1.0,Rs 2000.00,#1746
2026-01-20 13:56:27.536680,CHARGING LIGHT YK-8228,1.0,Rs 500.00,#1745
2026-01-20 13:55:32.454534,RUILANG EMERGENCY LIGHT RL 6006,1.0,Rs 400.00,#1744
2026-01-20 13:48:11.696514,LED CHARGING BULB FAE-3920,1.0,Rs 700.00,#1743
2026-01-20 13:38:46.667994,HUAYU COMMON LCD & LED ,1.0,Rs 350.00,#1742
2026-01-20 13:20:42.155270,F8 ROD ORIGINAL,1.0,Rs 580.00,#1741
2026-01-20 13:20:42.155270,LED CHARGING BULB FAE-3920,2.0,Rs 1240.00,#1741
2026-01-20 13:20:42.155270,DC BLUE SHEET LIGHT,2.0,Rs 290.00,#1741
2026-01-20 13:20:42.155270,HAYAT WATER ROD 1200W,1.0,Rs 310.00,#1741
2026-01-20 13:20:42.155270,GT WATER ROD 1500W,2.0,Rs 720.00,#1741
2026-01-20 12:53:39.678886,AL SUFFAH FACICAL SET,1.0,Rs 2150.00,#1740
2026-01-20 12:07:59.824331,RUILANG BENERGENCY LIGHT RL-127,2.0,Rs 1280.00,#1739
2026-01-19 21:32:08.380926,HOPES RECHARGABLE LIGHT H412,1.0,Rs 580.00,#1738
2026-01-19 21:28:41.172165,CARE BABY L JUMBO 80,2.0,Rs 4460.00,#1737
2026-01-19 21:28:41.172165,CARE BABY XL MEGA 58,2.0,Rs 3520.00,#1737
2026-01-19 21:28:41.172165,CARE BABY L ECONOMY 40,4.0,Rs 4800.00,#1737
2026-01-19 21:11:29.422262,YADO TRIMMER W301U,1.0,Rs 1100.00,#1736
2026-01-19 20:48:15.618516,[REFUND] LED CHARGING BULB FAE-3920,-1.0,Rs -700.00,REFUND #1735
2026-01-19 20:47:29.335567,LED CHARGING BULB FAE-3920,2.0,Rs 1240.00,#1734
2026-01-19 20:46:29.350818,LED CHARGING BULB FAE-3920,1.0,Rs 700.00,#1733
2026-01-19 19:53:45.761894,F9 ROD ORIGINAL,1.0,Rs 950.00,#1732
2026-01-19 19:50:16.649486,PARAMOUNT LED BULB E27 12W,1.0,Rs 130.00,#1731
2026-01-19 19:44:46.819645,LOCAL KETTLE 2LTR,1.0,Rs 1100.00,#1730
2026-01-19 19:41:26.976971,RUILANG FLASHLIGHT P90,1.0,Rs 2500.00,#1729
2026-01-19 19:38:00.953411,CROWN 1W BULB,2.0,Rs 140.00,#1728
2026-01-19 19:22:44.225344,PARAMOUNT LED BULB 20W,1.0,Rs 250.00,#1727
2026-01-19 19:16:10.529980,LED CHARGING BULB FAE-3920,1.0,Rs 700.00,#1726
2026-01-19 19:14:16.687342,RUILANG BENERGENCY LIGHT RL-127,1.0,Rs 700.00,#1725
2026-01-19 19:09:44.638467,REMINGTON HAIR DRYER 3001 2 IN 1,1.0,Rs 1900.00,#1724
2026-01-19 19:08:50.102193,HG RECHARGABLE LIGHT 500B,1.0,Rs 2000.00,#1723
2026-01-19 19:06:00.327746,REMINGTON HAIR DRYER 3001 2 IN 1,1.0,Rs 1900.00,#1722
2026-01-19 19:05:09.521924,RUILANG BENERGENCY LIGHT RL-127,1.0,Rs 650.00,#1721
2026-01-19 18:49:54.850869,LED CHARGING BULB FAE-3920,3.0,Rs 2100.00,#1720
